mode	drug	no_feats	F1-score_macro	c_param
gpa_expr_snps	Meropenem	107	0.862	0.25
gpa_expr_snps	Meropenem	120	0.8584	0.05
gpa_expr_snps	Meropenem	141	0.8584	0.07
gpa_expr_snps	Meropenem	71	0.8562	0.03
gpa_expr_snps	Meropenem	88	0.8553	0.7
gpa_expr_snps	Meropenem	58	0.8457	0.025
gpa_expr_snps	Meropenem	19	0.8435	0.015
gpa_expr_snps	Meropenem	38	0.8429	0.02
gpa_expr_snps	Meropenem	9	0.8387	0.01
gpa_expr_snps	Meropenem	7	0.8379	0.0085
gpa_expr_snps	Meropenem	5	0.8286	0.007
gpa_expr_snps	Meropenem	2	0.7482	0.005
gpa_expr_snps	Meropenem	1	0.2386	0.004
gpa_expr_snps	Meropenem	0	0.2386	0.003
gpa_expr_snps	Meropenem	0	0.2386	0.0025
gpa_expr_snps	Meropenem	0	0.2386	0.0015
gpa_expr_snps	Meropenem	0	0.2386	0.002
gpa_expr_snps	Meropenem	0	0.2386	0.001
gpa_expr_snps	Tobramycin	50	0.9076	0.02
gpa_expr_snps	Tobramycin	71	0.9061	0.5
gpa_expr_snps	Tobramycin	37	0.9038	0.015
gpa_expr_snps	Tobramycin	74	0.9028	0.7
gpa_expr_snps	Tobramycin	59	0.9005	0.025
gpa_expr_snps	Tobramycin	66	0.8994	0.85
gpa_expr_snps	Tobramycin	13	0.8994	0.0085
gpa_expr_snps	Tobramycin	79	0.8972	0.04
gpa_expr_snps	Tobramycin	65	0.8972	0.03
gpa_expr_snps	Tobramycin	95	0.8967	0.07
gpa_expr_snps	Tobramycin	89	0.8967	0.1
gpa_expr_snps	Tobramycin	74	0.8956	0.2
gpa_expr_snps	Tobramycin	112	0.8956	0.4
gpa_expr_snps	Tobramycin	93	0.8934	0.15
gpa_expr_snps	Tobramycin	92	0.8934	0.05
gpa_expr_snps	Tobramycin	17	0.8928	0.01
gpa_expr_snps	Tobramycin	84	0.8923	0.3
gpa_expr_snps	Tobramycin	8	0.8917	0.007
gpa_expr_snps	Tobramycin	83	0.889	0.085
gpa_expr_snps	Tobramycin	64	0.8842	1.0
gpa_expr_snps	Tobramycin	5	0.8824	0.005
gpa_expr_snps	Tobramycin	77	0.8818	0.25
gpa_expr_snps	Tobramycin	4	0.8703	0.004
gpa_expr_snps	Tobramycin	2	0.8635	0.003
gpa_expr_snps	Tobramycin	1	0.6967	0.0025
gpa_expr_snps	Tobramycin	0	0.4069	0.0015
gpa_expr_snps	Tobramycin	0	0.4069	0.002
gpa_expr_snps	Tobramycin	0	0.4069	0.001
gpa_expr	Ceftazidim	37	0.8507	0.015
gpa_expr	Ceftazidim	60	0.8321	0.02
gpa_expr	Ceftazidim	143	0.8284	0.85
gpa_expr	Ceftazidim	14	0.8204	0.01
gpa_expr	Ceftazidim	90	0.8172	0.025
gpa_expr	Ceftazidim	153	0.8171	0.085
gpa_expr	Ceftazidim	155	0.8134	0.1
gpa_expr	Ceftazidim	143	0.8133	0.4
gpa_expr	Ceftazidim	147	0.8097	0.07
gpa_expr	Ceftazidim	163	0.8097	0.2
gpa_expr	Ceftazidim	137	0.8097	0.15
gpa_expr	Ceftazidim	9	0.8085	0.0085
gpa_expr	Ceftazidim	109	0.806	0.03
gpa_expr	Ceftazidim	142	0.8022	0.05
gpa_expr	Ceftazidim	143	0.7985	0.7
gpa_expr	Ceftazidim	130	0.7948	0.04
gpa_expr	Ceftazidim	181	0.7947	0.5
gpa_expr	Ceftazidim	125	0.791	1.0
gpa_expr	Ceftazidim	140	0.7872	0.3
gpa_expr	Ceftazidim	6	0.7812	0.007
gpa_expr	Ceftazidim	172	0.7724	0.25
gpa_expr	Ceftazidim	1	0.7141	0.005
gpa_expr	Ceftazidim	0	0.335	0.0015
gpa_expr	Ceftazidim	1	0.335	0.004
gpa_expr	Ceftazidim	0	0.335	0.003
gpa_expr	Ceftazidim	0	0.335	0.0025
gpa_expr	Ceftazidim	0	0.335	0.002
gpa_expr	Ceftazidim	0	0.335	0.001
gpa_expr	Ciprofloxacin	73	0.8014	0.02
gpa_expr	Ciprofloxacin	120	0.7979	0.03
gpa_expr	Ciprofloxacin	97	0.7979	0.025
gpa_expr	Ciprofloxacin	141	0.7838	0.04
gpa_expr	Ciprofloxacin	154	0.7835	0.1
gpa_expr	Ciprofloxacin	50	0.7804	0.015
gpa_expr	Ciprofloxacin	148	0.7792	0.7
gpa_expr	Ciprofloxacin	147	0.7764	0.4
gpa_expr	Ciprofloxacin	144	0.7733	0.05
gpa_expr	Ciprofloxacin	159	0.7732	0.07
gpa_expr	Ciprofloxacin	163	0.7731	0.085
gpa_expr	Ciprofloxacin	171	0.7696	0.25
gpa_expr	Ciprofloxacin	126	0.7694	0.5
gpa_expr	Ciprofloxacin	16	0.7692	0.0085
gpa_expr	Ciprofloxacin	164	0.7661	0.15
gpa_expr	Ciprofloxacin	150	0.7656	0.3
gpa_expr	Ciprofloxacin	8	0.762	0.007
gpa_expr	Ciprofloxacin	25	0.7556	0.01
gpa_expr	Ciprofloxacin	159	0.7548	1.0
gpa_expr	Ciprofloxacin	140	0.7542	0.85
gpa_expr	Ciprofloxacin	140	0.7482	0.2
gpa_expr	Ciprofloxacin	5	0.7127	0.005
gpa_expr	Ciprofloxacin	2	0.6993	0.004
gpa_expr	Ciprofloxacin	0	0.3084	0.0015
gpa_expr	Ciprofloxacin	0	0.3084	0.003
gpa_expr	Ciprofloxacin	0	0.3084	0.0025
gpa_expr	Ciprofloxacin	0	0.3084	0.002
gpa_expr	Ciprofloxacin	0	0.3084	0.001
gpa_expr	Meropenem	102	0.8892	0.4
gpa_expr	Meropenem	115	0.8801	0.07
gpa_expr	Meropenem	104	0.878	0.3
gpa_expr	Meropenem	132	0.8777	0.2
gpa_expr	Meropenem	102	0.8777	0.05
gpa_expr	Meropenem	92	0.8764	0.85
gpa_expr	Meropenem	134	0.875	0.15
gpa_expr	Meropenem	123	0.8721	0.1
gpa_expr	Meropenem	93	0.8705	0.04
gpa_expr	Meropenem	70	0.8682	0.03
gpa_expr	Meropenem	105	0.867	0.5
gpa_expr	Meropenem	120	0.8648	0.085
gpa_expr	Meropenem	142	0.8626	0.25
gpa_expr	Meropenem	101	0.8561	1.0
gpa_expr	Meropenem	49	0.854	0.025
gpa_expr	Meropenem	105	0.8509	0.7
gpa_expr	Meropenem	29	0.847	0.02
gpa_expr	Meropenem	16	0.8463	0.015
gpa_expr	Meropenem	7	0.8414	0.0085
gpa_expr	Meropenem	6	0.8387	0.01
gpa_expr	Meropenem	5	0.8286	0.007
gpa_expr	Meropenem	2	0.7482	0.005
gpa_expr	Meropenem	0	0.2386	0.0015
gpa_expr	Meropenem	1	0.2386	0.004
gpa_expr	Meropenem	0	0.2386	0.003
gpa_expr	Meropenem	0	0.2386	0.0025
gpa_expr	Meropenem	0	0.2386	0.002
gpa_expr	Meropenem	0	0.2386	0.001
gpa_expr	Tobramycin	73	0.9286	0.05
gpa_expr	Tobramycin	64	0.9282	0.085
gpa_expr	Tobramycin	73	0.9244	0.25
gpa_expr	Tobramycin	34	0.9218	0.02
gpa_expr	Tobramycin	73	0.9214	0.04
gpa_expr	Tobramycin	59	0.9214	0.03
gpa_expr	Tobramycin	65	0.9214	0.15
gpa_expr	Tobramycin	63	0.9214	0.1
gpa_expr	Tobramycin	58	0.9214	0.07
gpa_expr	Tobramycin	64	0.9206	0.2
gpa_expr	Tobramycin	46	0.9181	0.025
gpa_expr	Tobramycin	27	0.9147	0.015
gpa_expr	Tobramycin	67	0.9105	0.4
gpa_expr	Tobramycin	73	0.9081	1.0
gpa_expr	Tobramycin	63	0.9076	0.3
gpa_expr	Tobramycin	15	0.9038	0.01
gpa_expr	Tobramycin	66	0.9028	0.7
gpa_expr	Tobramycin	14	0.8967	0.0085
gpa_expr	Tobramycin	70	0.8928	0.5
gpa_expr	Tobramycin	66	0.8928	0.85
gpa_expr	Tobramycin	9	0.8917	0.007
gpa_expr	Tobramycin	4	0.8824	0.005
gpa_expr	Tobramycin	4	0.8703	0.004
gpa_expr	Tobramycin	2	0.8635	0.003
gpa_expr	Tobramycin	1	0.6967	0.0025
gpa_expr	Tobramycin	0	0.4069	0.0015
gpa_expr	Tobramycin	0	0.4069	0.002
gpa_expr	Tobramycin	0	0.4069	0.001
gpa_snps	Ceftazidim	31	0.6555	0.03
gpa_snps	Ceftazidim	56	0.6524	0.04
gpa_snps	Ceftazidim	78	0.6488	0.05
gpa_snps	Ceftazidim	14	0.6485	0.02
gpa_snps	Ceftazidim	108	0.6418	0.07
gpa_snps	Ceftazidim	182	0.6417	0.5
gpa_snps	Ceftazidim	129	0.6381	0.085
gpa_snps	Ceftazidim	177	0.6381	0.85
gpa_snps	Ceftazidim	176	0.638	0.4
gpa_snps	Ceftazidim	6	0.6362	0.015
gpa_snps	Ceftazidim	144	0.6343	0.1
gpa_snps	Ceftazidim	176	0.6342	0.7
gpa_snps	Ceftazidim	22	0.6297	0.025
gpa_snps	Ceftazidim	171	0.6267	0.25
gpa_snps	Ceftazidim	174	0.6265	0.2
gpa_snps	Ceftazidim	169	0.623	0.3
gpa_snps	Ceftazidim	152	0.6192	0.15
gpa_snps	Ceftazidim	171	0.6157	1.0
gpa_snps	Ceftazidim	0	0.335	0.0015
gpa_snps	Ceftazidim	0	0.335	0.01
gpa_snps	Ceftazidim	0	0.335	0.0085
gpa_snps	Ceftazidim	0	0.335	0.007
gpa_snps	Ceftazidim	0	0.335	0.005
gpa_snps	Ceftazidim	0	0.335	0.004
gpa_snps	Ceftazidim	0	0.335	0.003
gpa_snps	Ceftazidim	0	0.335	0.0025
gpa_snps	Ceftazidim	0	0.335	0.002
gpa_snps	Ceftazidim	0	0.335	0.001
gpa_snps	Ciprofloxacin	36	0.901	0.05
gpa_snps	Ciprofloxacin	59	0.8941	0.07
gpa_snps	Ciprofloxacin	30	0.8933	0.04
gpa_snps	Ciprofloxacin	76	0.8906	0.1
gpa_snps	Ciprofloxacin	69	0.8906	0.085
gpa_snps	Ciprofloxacin	6	0.8896	0.01
gpa_snps	Ciprofloxacin	17	0.8896	0.03
gpa_snps	Ciprofloxacin	15	0.8896	0.025
gpa_snps	Ciprofloxacin	11	0.8896	0.02
gpa_snps	Ciprofloxacin	9	0.8896	0.015
gpa_snps	Ciprofloxacin	3	0.8896	0.0085
gpa_snps	Ciprofloxacin	2	0.8896	0.007
gpa_snps	Ciprofloxacin	91	0.8874	0.2
gpa_snps	Ciprofloxacin	104	0.8872	0.25
gpa_snps	Ciprofloxacin	97	0.877	0.15
gpa_snps	Ciprofloxacin	97	0.8664	0.3
gpa_snps	Ciprofloxacin	98	0.8626	0.5
gpa_snps	Ciprofloxacin	97	0.8489	0.4
gpa_snps	Ciprofloxacin	94	0.8485	0.7
gpa_snps	Ciprofloxacin	97	0.8451	0.85
gpa_snps	Ciprofloxacin	93	0.8349	1.0
gpa_snps	Ciprofloxacin	1	0.4625	0.005
gpa_snps	Ciprofloxacin	0	0.3084	0.0015
gpa_snps	Ciprofloxacin	0	0.3084	0.004
gpa_snps	Ciprofloxacin	0	0.3084	0.003
gpa_snps	Ciprofloxacin	0	0.3084	0.0025
gpa_snps	Ciprofloxacin	0	0.3084	0.002
gpa_snps	Ciprofloxacin	0	0.3084	0.001
gpa_snps	Meropenem	91	0.8569	0.1
gpa_snps	Meropenem	72	0.8569	0.085
gpa_snps	Meropenem	49	0.8561	0.07
gpa_snps	Meropenem	122	0.8517	0.15
gpa_snps	Meropenem	29	0.8505	0.05
gpa_snps	Meropenem	25	0.8399	0.04
gpa_snps	Meropenem	19	0.8391	0.03
gpa_snps	Meropenem	113	0.8383	0.2
gpa_snps	Meropenem	13	0.8216	0.025
gpa_snps	Meropenem	131	0.82	0.25
gpa_snps	Meropenem	120	0.8071	0.3
gpa_snps	Meropenem	141	0.7964	0.5
gpa_snps	Meropenem	144	0.7929	0.4
gpa_snps	Meropenem	9	0.7763	0.02
gpa_snps	Meropenem	145	0.7565	0.85
gpa_snps	Meropenem	140	0.7432	0.7
gpa_snps	Meropenem	137	0.7314	1.0
gpa_snps	Meropenem	4	0.6715	0.015
gpa_snps	Meropenem	0	0.2386	0.0015
gpa_snps	Meropenem	1	0.2386	0.01
gpa_snps	Meropenem	0	0.2386	0.0085
gpa_snps	Meropenem	0	0.2386	0.007
gpa_snps	Meropenem	0	0.2386	0.005
gpa_snps	Meropenem	0	0.2386	0.004
gpa_snps	Meropenem	0	0.2386	0.003
gpa_snps	Meropenem	0	0.2386	0.0025
gpa_snps	Meropenem	0	0.2386	0.002
gpa_snps	Meropenem	0	0.2386	0.001
gpa_snps	Tobramycin	103	0.9105	1.0
gpa_snps	Tobramycin	95	0.91	0.25
gpa_snps	Tobramycin	100	0.91	0.2
gpa_snps	Tobramycin	99	0.9071	0.5
gpa_snps	Tobramycin	101	0.9061	0.3
gpa_snps	Tobramycin	105	0.9061	0.15
gpa_snps	Tobramycin	103	0.9033	0.85
gpa_snps	Tobramycin	103	0.9028	0.7
gpa_snps	Tobramycin	72	0.8983	0.085
gpa_snps	Tobramycin	105	0.8956	0.4
gpa_snps	Tobramycin	63	0.895	0.07
gpa_snps	Tobramycin	77	0.8917	0.1
gpa_snps	Tobramycin	24	0.8911	0.03
gpa_snps	Tobramycin	46	0.8884	0.05
gpa_snps	Tobramycin	35	0.8844	0.04
gpa_snps	Tobramycin	3	0.8795	0.0085
gpa_snps	Tobramycin	19	0.8791	0.025
gpa_snps	Tobramycin	4	0.8758	0.01
gpa_snps	Tobramycin	15	0.8725	0.02
gpa_snps	Tobramycin	3	0.8669	0.007
gpa_snps	Tobramycin	10	0.8588	0.015
gpa_snps	Tobramycin	0	0.4069	0.0015
gpa_snps	Tobramycin	0	0.4069	0.005
gpa_snps	Tobramycin	0	0.4069	0.004
gpa_snps	Tobramycin	0	0.4069	0.003
gpa_snps	Tobramycin	0	0.4069	0.0025
gpa_snps	Tobramycin	0	0.4069	0.002
gpa_snps	Tobramycin	0	0.4069	0.001
gpa	Ceftazidim	133	0.7127	0.25
gpa	Ceftazidim	125	0.7015	0.2
gpa	Ceftazidim	149	0.6828	0.5
gpa	Ceftazidim	149	0.6825	0.3
gpa	Ceftazidim	57	0.6823	0.07
gpa	Ceftazidim	156	0.6791	1.0
gpa	Ceftazidim	73	0.6789	0.085
gpa	Ceftazidim	109	0.6754	0.15
gpa	Ceftazidim	28	0.6744	0.04
gpa	Ceftazidim	80	0.6679	0.1
gpa	Ceftazidim	149	0.6679	0.4
gpa	Ceftazidim	15	0.6615	0.03
gpa	Ceftazidim	40	0.6599	0.05
gpa	Ceftazidim	158	0.6492	0.7
gpa	Ceftazidim	153	0.6455	0.85
gpa	Ceftazidim	13	0.6442	0.025
gpa	Ceftazidim	8	0.6404	0.02
gpa	Ceftazidim	4	0.6156	0.015
gpa	Ceftazidim	0	0.335	0.003
gpa	Ceftazidim	0	0.335	0.002
gpa	Ceftazidim	0	0.335	0.0025
gpa	Ceftazidim	0	0.335	0.01
gpa	Ceftazidim	0	0.335	0.004
gpa	Ceftazidim	0	0.335	0.005
gpa	Ceftazidim	0	0.335	0.007
gpa	Ceftazidim	0	0.335	0.0085
gpa	Ceftazidim	0	0.335	0.0015
gpa	Ceftazidim	0	0.335	0.001
gpa	Ciprofloxacin	134	0.7789	0.7
gpa	Ciprofloxacin	124	0.7753	0.3
gpa	Ciprofloxacin	130	0.775	0.5
gpa	Ciprofloxacin	126	0.7747	0.4
gpa	Ciprofloxacin	10	0.7731	0.02
gpa	Ciprofloxacin	126	0.7713	0.85
gpa	Ciprofloxacin	131	0.771	0.25
gpa	Ciprofloxacin	60	0.7666	0.07
gpa	Ciprofloxacin	37	0.7664	0.05
gpa	Ciprofloxacin	115	0.7643	0.2
gpa	Ciprofloxacin	32	0.7629	0.04
gpa	Ciprofloxacin	16	0.7628	0.025
gpa	Ciprofloxacin	26	0.7595	0.03
gpa	Ciprofloxacin	85	0.7595	0.085
gpa	Ciprofloxacin	105	0.755	0.15
gpa	Ciprofloxacin	91	0.7525	0.1
gpa	Ciprofloxacin	129	0.7465	1.0
gpa	Ciprofloxacin	7	0.7415	0.015
gpa	Ciprofloxacin	5	0.6836	0.01
gpa	Ciprofloxacin	1	0.5956	0.0085
gpa	Ciprofloxacin	0	0.3084	0.0015
gpa	Ciprofloxacin	0	0.3084	0.007
gpa	Ciprofloxacin	0	0.3084	0.005
gpa	Ciprofloxacin	0	0.3084	0.004
gpa	Ciprofloxacin	0	0.3084	0.003
gpa	Ciprofloxacin	0	0.3084	0.0025
gpa	Ciprofloxacin	0	0.3084	0.002
gpa	Ciprofloxacin	0	0.3084	0.001
gpa	Meropenem	48	0.8706	0.1
gpa	Meropenem	72	0.8597	0.15
gpa	Meropenem	41	0.8462	0.085
gpa	Meropenem	90	0.8428	0.2
gpa	Meropenem	13	0.8391	0.03
gpa	Meropenem	32	0.8391	0.07
gpa	Meropenem	22	0.8391	0.05
gpa	Meropenem	16	0.8356	0.04
gpa	Meropenem	12	0.8356	0.025
gpa	Meropenem	96	0.8312	0.25
gpa	Meropenem	9	0.8225	0.02
gpa	Meropenem	90	0.8176	0.3
gpa	Meropenem	102	0.7894	0.4
gpa	Meropenem	111	0.7797	1.0
gpa	Meropenem	103	0.7777	0.5
gpa	Meropenem	119	0.7777	0.85
gpa	Meropenem	110	0.7763	0.7
gpa	Meropenem	3	0.3905	0.015
gpa	Meropenem	0	0.2386	0.0015
gpa	Meropenem	1	0.2386	0.01
gpa	Meropenem	0	0.2386	0.0085
gpa	Meropenem	0	0.2386	0.007
gpa	Meropenem	0	0.2386	0.005
gpa	Meropenem	0	0.2386	0.004
gpa	Meropenem	0	0.2386	0.003
gpa	Meropenem	0	0.2386	0.0025
gpa	Meropenem	0	0.2386	0.002
gpa	Meropenem	0	0.2386	0.001
gpa	Tobramycin	31	0.909	0.05
gpa	Tobramycin	55	0.909	0.085
gpa	Tobramycin	48	0.909	0.07
gpa	Tobramycin	60	0.9056	0.1
gpa	Tobramycin	22	0.905	0.04
gpa	Tobramycin	78	0.9022	0.3
gpa	Tobramycin	89	0.9017	0.7
gpa	Tobramycin	83	0.8983	0.5
gpa	Tobramycin	95	0.8983	0.25
gpa	Tobramycin	82	0.8983	0.2
gpa	Tobramycin	71	0.8977	0.15
gpa	Tobramycin	86	0.8961	1.0
gpa	Tobramycin	84	0.895	0.4
gpa	Tobramycin	87	0.895	0.85
gpa	Tobramycin	3	0.8918	0.01
gpa	Tobramycin	15	0.8891	0.03
gpa	Tobramycin	12	0.8858	0.025
gpa	Tobramycin	10	0.8858	0.02
gpa	Tobramycin	8	0.8817	0.015
gpa	Tobramycin	3	0.8795	0.0085
gpa	Tobramycin	3	0.8669	0.007
gpa	Tobramycin	0	0.4069	0.0015
gpa	Tobramycin	0	0.4069	0.005
gpa	Tobramycin	0	0.4069	0.004
gpa	Tobramycin	0	0.4069	0.003
gpa	Tobramycin	0	0.4069	0.0025
gpa	Tobramycin	0	0.4069	0.002
gpa	Tobramycin	0	0.4069	0.001
snps	Ceftazidim	71	0.6491	0.05
snps	Ceftazidim	49	0.6485	0.04
snps	Ceftazidim	27	0.6447	0.03
snps	Ceftazidim	102	0.6416	0.07
snps	Ceftazidim	128	0.6341	0.085
snps	Ceftazidim	130	0.6267	0.1
snps	Ceftazidim	171	0.6231	0.85
snps	Ceftazidim	20	0.6184	0.025
snps	Ceftazidim	14	0.618	0.02
snps	Ceftazidim	165	0.6155	0.3
snps	Ceftazidim	164	0.6117	0.4
snps	Ceftazidim	152	0.6117	0.15
snps	Ceftazidim	172	0.6114	0.5
snps	Ceftazidim	171	0.6041	0.7
snps	Ceftazidim	8	0.6001	0.015
snps	Ceftazidim	164	0.5896	1.0
snps	Ceftazidim	162	0.5855	0.25
snps	Ceftazidim	151	0.5817	0.2
snps	Ceftazidim	0	0.335	0.0015
snps	Ceftazidim	0	0.335	0.01
snps	Ceftazidim	0	0.335	0.0085
snps	Ceftazidim	0	0.335	0.007
snps	Ceftazidim	0	0.335	0.005
snps	Ceftazidim	0	0.335	0.004
snps	Ceftazidim	0	0.335	0.003
snps	Ceftazidim	0	0.335	0.0025
snps	Ceftazidim	0	0.335	0.002
snps	Ceftazidim	0	0.335	0.001
snps	Ciprofloxacin	50	0.9046	0.07
snps	Ciprofloxacin	73	0.8945	0.1
snps	Ciprofloxacin	27	0.8937	0.05
snps	Ciprofloxacin	48	0.8911	0.085
snps	Ciprofloxacin	8	0.8896	0.015
snps	Ciprofloxacin	15	0.8896	0.02
snps	Ciprofloxacin	22	0.8896	0.025
snps	Ciprofloxacin	2	0.8896	0.007
snps	Ciprofloxacin	3	0.8896	0.0085
snps	Ciprofloxacin	6	0.8896	0.01
snps	Ciprofloxacin	21	0.8864	0.04
snps	Ciprofloxacin	25	0.8859	0.03
snps	Ciprofloxacin	83	0.8803	0.2
snps	Ciprofloxacin	87	0.877	0.5
snps	Ciprofloxacin	80	0.877	0.15
snps	Ciprofloxacin	84	0.8733	0.25
snps	Ciprofloxacin	91	0.8664	0.3
snps	Ciprofloxacin	87	0.8658	0.7
snps	Ciprofloxacin	92	0.856	0.85
snps	Ciprofloxacin	86	0.8556	0.4
snps	Ciprofloxacin	95	0.8551	1.0
snps	Ciprofloxacin	1	0.4625	0.005
snps	Ciprofloxacin	0	0.3084	0.0015
snps	Ciprofloxacin	0	0.3084	0.004
snps	Ciprofloxacin	0	0.3084	0.003
snps	Ciprofloxacin	0	0.3084	0.0025
snps	Ciprofloxacin	0	0.3084	0.002
snps	Ciprofloxacin	0	0.3084	0.001
snps	Meropenem	10	0.5851	0.02
snps	Meropenem	14	0.5845	0.025
snps	Meropenem	17	0.5772	0.03
snps	Meropenem	175	0.5489	0.5
snps	Meropenem	164	0.5446	0.3
snps	Meropenem	39	0.542	0.04
snps	Meropenem	173	0.5416	1.0
snps	Meropenem	147	0.5391	0.2
snps	Meropenem	3	0.5341	0.015
snps	Meropenem	160	0.5325	0.4
snps	Meropenem	142	0.531	0.15
snps	Meropenem	61	0.5286	0.05
snps	Meropenem	157	0.5254	0.25
snps	Meropenem	178	0.5247	0.7
snps	Meropenem	110	0.5228	0.085
snps	Meropenem	117	0.5228	0.1
snps	Meropenem	176	0.5221	0.85
snps	Meropenem	98	0.515	0.07
snps	Meropenem	0	0.2386	0.002
snps	Meropenem	0	0.2386	0.0025
snps	Meropenem	0	0.2386	0.007
snps	Meropenem	0	0.2386	0.0085
snps	Meropenem	0	0.2386	0.0015
snps	Meropenem	0	0.2386	0.003
snps	Meropenem	0	0.2386	0.004
snps	Meropenem	0	0.2386	0.005
snps	Meropenem	0	0.2386	0.01
snps	Meropenem	0	0.2386	0.001
snps	Tobramycin	117	0.8877	1.0
snps	Tobramycin	120	0.8851	0.85
snps	Tobramycin	110	0.8851	0.2
snps	Tobramycin	78	0.8851	0.085
snps	Tobramycin	82	0.8824	0.1
snps	Tobramycin	117	0.8812	0.4
snps	Tobramycin	113	0.8812	0.3
snps	Tobramycin	115	0.8812	0.25
snps	Tobramycin	107	0.8805	0.7
snps	Tobramycin	66	0.8779	0.07
snps	Tobramycin	101	0.8746	0.15
snps	Tobramycin	56	0.8714	0.05
snps	Tobramycin	41	0.8675	0.04
snps	Tobramycin	119	0.8668	0.5
snps	Tobramycin	26	0.8547	0.03
snps	Tobramycin	24	0.8413	0.025
snps	Tobramycin	22	0.8343	0.02
snps	Tobramycin	19	0.818	0.015
snps	Tobramycin	9	0.7625	0.01
snps	Tobramycin	7	0.7433	0.0085
snps	Tobramycin	3	0.7244	0.007
snps	Tobramycin	0	0.4069	0.0015
snps	Tobramycin	0	0.4069	0.005
snps	Tobramycin	0	0.4069	0.004
snps	Tobramycin	0	0.4069	0.003
snps	Tobramycin	0	0.4069	0.0025
snps	Tobramycin	0	0.4069	0.002
snps	Tobramycin	0	0.4069	0.001
